,url,type,url_len,dot_count,at_count,hyphen_count,undersc_count,slash_count,doubleslash_count,backslash_count,quemark_count,asterisk_count,ampersand_count,equalto_count,percent_count,numeric_count,letter_count,num_to_alpha,domain,port,domain_length,is_https,has_digit,HTTPSDomainURL,tld,subd_count,tld_exists,is_shortened,ip_type,path_depth,dot>3,redirecting//,prefsuff,nonStdPort,domain_entropy,DomainAgeDays,DomainRegLength
23,http://85.93.177.135:443,phishing,24,3,0,0,0,2,1,0,0,0,0,0,0,13,4,2.6,85.93.177.135,443.0,13.0,1,1,-1,,0,0,0,1,0,0,-1,-1,-1,2.7192945256669794,7800.0,8035.0
24,https://www.summer-auto.bestgetaways.ca/en_destination-salaberry-de-valleyfield/day_trips,legitimate,89,3,0,4,2,4,1,0,0,0,0,0,0,0,75,0.0,summer-auto.bestgetaways.ca,,27.0,-1,0,-1,ca,2,1,0,-1,2,0,-1,1,1,3.7080481500712312,-1.0,-1.0
25,https://sites.google.com/site/confirmapps001/,phishing,45,2,0,0,0,5,1,0,0,0,0,0,0,3,34,0.0857142857142857,sites.google.com,,16.0,-1,0,-1,com,1,1,0,-1,3,0,-1,-1,1,3.202819531114783,10432.0,11322.0
26,http://ascendpilotproducts.com/wp-includes/pomo/spo/Access.html,phishing,63,2,0,1,0,6,1,0,0,0,0,0,0,0,53,0.0,ascendpilotproducts.com,,23.0,1,0,-1,com,0,1,0,-1,4,0,-1,-1,1,3.762267390651494,-1.0,-1.0
27,http://www.explode-vt.de/media/system/js/docs/44d5fc589e3bebf082b7dda946a5f5b4/,phishing,79,2,0,1,0,8,1,0,0,0,0,0,0,17,50,0.3333333333333333,explode-vt.de,,13.0,1,0,-1,de,1,1,0,-1,6,0,-1,1,1,3.180832987205441,-1.0,-1.0
28,http://mixiepix.com/.cache/gatorx.php,phishing,37,3,0,0,0,4,1,0,0,0,0,0,0,0,29,0.0,mixiepix.com,,12.0,1,0,-1,com,0,1,0,-1,2,0,-1,-1,1,2.8553885422075336,1767.0,1826.0
29,https://www.sharetv.org/movies/talk_to_me_2007,legitimate,46,2,0,0,3,4,1,0,0,0,0,0,0,4,32,0.1212121212121212,sharetv.org,,11.0,-1,0,-1,org,1,1,0,-1,2,0,-1,-1,1,3.277613436819116,7033.0,7305.0
30,https://www.ortegobirds.com/articles/banding/the-texas-bird-banding-team-activities-for-2005/,legitimate,93,2,0,7,0,6,1,0,0,0,0,0,0,4,73,0.054054054054054,ortegobirds.com,,15.0,-1,0,-1,com,1,1,0,-1,4,0,-1,-1,1,3.456564762130954,-1.0,-1.0
31,http://phukien365.vn/page/page1/accountprofilecra/submitted_en.htm,phishing,66,2,0,0,1,6,1,0,0,0,0,0,0,4,52,0.0754716981132075,phukien365.vn,,13.0,1,1,-1,vn,0,1,0,-1,4,0,-1,-1,1,3.546593564294939,-1.0,-1.0
32,http://kashimayunohana.jp/ngcmo8kp,phishing,34,1,0,0,0,3,1,0,0,0,0,0,0,1,28,0.0344827586206896,kashimayunohana.jp,,18.0,1,0,-1,jp,0,1,0,-1,1,0,-1,-1,1,3.5032583347756456,-1.0,-1.0
33,http://atwork.cn/t4kavmogc,phishing,26,1,0,0,0,3,1,0,0,0,0,0,0,1,20,0.0476190476190476,atwork.cn,,9.0,1,0,-1,cn,0,1,0,-1,1,0,-1,-1,1,3.169925001442312,4213.0,4383.0
34,http://e-assistance-freemobile.net/moncompte_identification/mobile-info-recouvrement_facture/e1350a767902b1cdce54029d21089768/3e1c9f4ffdb80a34deb88d17420cc170/myaccount/home.php?customerid=53265&amp;defaults=webhelp?srcid=navigation-now&amp;ion=1&amp;espv=2&amp;ie=utf-8,phishing,270,2,0,6,2,8,1,0,2,0,4,6,0,50,185,0.2688172043010752,e-assistance-freemobile.net,,27.0,1,0,-1,net,0,1,0,-1,6,0,-1,1,1,3.633974075997157,-1.0,-1.0
35,http://www.alsultanah.com/login.jsp.htm?tracelog=notificationavoidphishing2,phishing,75,4,0,0,0,3,1,0,1,0,0,1,0,1,64,0.0153846153846153,alsultanah.com,,14.0,1,0,-1,com,1,1,0,-1,1,1,-1,-1,1,3.3248629576173565,7087.0,7305.0
36,http://sgmoneycollections.com/ffa/docusignnew/index.php,phishing,55,2,0,0,0,5,1,0,0,0,0,0,0,0,47,0.0,sgmoneycollections.com,,22.0,1,0,-1,com,0,1,0,-1,3,0,-1,-1,1,3.42511855035714,125.0,365.0
37,https://www.amazon.com/s?ie=UTF8&keywords=Phyllis%20Diller&rh=i%3Aaps%2Ck%3APhyllis%20Diller&page=1,legitimate,99,2,0,0,0,3,1,0,1,0,3,4,5,9,71,0.125,amazon.com,,10.0,-1,0,-1,com,1,1,0,-1,1,0,-1,-1,1,2.721928094887362,11481.0,11686.0
38,http://vectagon.co/tmp.ncr/sc.php,phishing,33,3,0,0,0,4,1,0,0,0,0,0,0,0,25,0.0,vectagon.co,,11.0,1,0,-1,co,0,1,0,-1,2,0,-1,-1,1,3.095795255000934,-1.0,-1.0
39,http://tekniktesisat.com.tr/highslide/graphics/Gdrive/Gdrive/googledrv/ServiceLogin,phishing,83,2,0,0,0,8,1,0,0,0,0,0,0,0,72,0.0,tekniktesisat.com.tr,,20.0,1,0,-1,com.tr,0,1,1,-1,6,0,-1,-1,1,3.4219280948873627,7772.0,8034.0
40,http://ipckuwait.com/audio/prbaby/login.jsp.htm,phishing,47,3,0,0,0,5,1,0,0,0,0,0,0,0,38,0.0,ipckuwait.com,,13.0,1,0,-1,com,0,1,1,-1,3,0,-1,-1,1,3.3927474104487847,9316.0,9861.0
41,http://185.125.4.222/ssh.txt,phishing,28,4,0,0,0,3,1,0,0,0,0,0,0,10,10,0.9090909090909092,185.125.4.222,,13.0,1,1,-1,,0,0,0,1,1,1,-1,-1,1,2.4116022179746714,-1.0,-1.0
42,https://www.reviewcentre.com/reviews189170.html,legitimate,47,3,0,0,0,3,1,0,0,0,0,0,0,6,34,0.1714285714285714,reviewcentre.com,,16.0,-1,0,-1,com,1,1,0,-1,1,0,-1,-1,1,3.25,9635.0,10227.0
43,https://www.fifa.com/classicfootball/clubs/club=1914840/index.html,legitimate,66,3,0,0,0,6,1,0,0,0,0,1,0,7,48,0.1428571428571428,fifa.com,,8.0,-1,0,-1,com,1,1,0,-1,4,0,-1,-1,1,2.75,-1.0,-1.0
44,http://jhdgh.bid/search/x1.dat,phishing,30,2,0,0,0,4,1,0,0,0,0,0,0,1,22,0.0434782608695652,jhdgh.bid,,9.0,1,0,-1,bid,0,1,0,-1,2,0,-1,-1,1,2.725480556997868,-1.0,-1.0
45,http://www.dmmusic.eu/rss/index.php,phishing,35,3,0,0,0,4,1,0,0,0,0,0,0,0,27,0.0,dmmusic.eu,,10.0,1,0,-1,eu,1,1,0,-1,2,0,-1,-1,1,2.9219280948873623,-1.0,-1.0
46,http://coloco.sallyforsenate.org/6nhzjh1hvb\nholotilicga.medproshealthcare.com/bannerbox/frame.html,phishing,99,5,0,0,0,5,1,1,0,0,0,0,0,2,85,0.0232558139534883,coloco.sallyforsenate.org,,25.0,1,0,-1,org,1,1,0,-1,3,1,-1,-1,1,3.509275070710713,-1.0,-1.0
47,https://www.parentmap.com/article/camp-fire-usa-today,legitimate,53,2,0,3,0,4,1,0,0,0,0,0,0,0,43,0.0,parentmap.com,,13.0,-1,0,-1,com,1,1,0,-1,2,0,-1,-1,1,3.238901256602631,8786.0,10226.0
48,http://cursilhocuritiba.com.br/libraries/vendor/DHLAUTO/dhl.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4#n=1252899642&amp;fid=1&amp;fav=1,phishing,311,15,0,0,0,6,1,0,2,0,12,9,0,74,179,0.4111111111111111,cursilhocuritiba.com.br,,23.0,1,0,-1,com.br,0,1,0,-1,4,1,-1,-1,1,3.5555331514269954,8661.0,10227.0
49,https://www.audioenglish.net/dictionary/united_states_army_rangers.htm,legitimate,70,3,0,0,3,4,1,0,0,0,0,0,0,0,59,0.0,audioenglish.net,,16.0,-1,0,-1,net,1,1,0,-1,2,0,-1,-1,1,3.625,7909.0,8035.0
50,http://greenvillage.edu.rs/wq-admin/dropbox/proposal,phishing,52,2,0,1,0,5,1,0,0,0,0,0,0,0,43,0.0,greenvillage.edu.rs,,19.0,1,0,-1,edu.rs,0,1,0,-1,3,0,-1,-1,1,3.4058222502856905,6190.0,7305.0
51,http://hollywoodjesus.com/8g74crec,phishing,34,1,0,0,0,3,1,0,0,0,0,0,0,3,26,0.1111111111111111,hollywoodjesus.com,,18.0,1,0,-1,com,0,1,0,-1,1,0,-1,-1,1,3.5032583347756456,10388.0,10590.0
52,http://suryaee.com/googledoc/?cba51fb77629deaf1b1810d9d717d3ab854b3210,phishing,70,1,0,0,0,4,1,0,1,0,0,0,0,24,39,0.6,suryaee.com,,11.0,1,0,-1,com,0,1,0,-1,2,0,-1,-1,1,3.277613436819116,-1.0,-1.0
53,http://nl-bnk.com/amsterdamtradebank/ibank/,phishing,43,1,0,1,0,5,1,0,0,0,0,0,0,0,35,0.0,nl-bnk.com,,10.0,1,0,-1,com,0,1,0,-1,3,0,-1,1,1,3.1219280948873624,-1.0,-1.0
54,https://www.yelp.com/biz/california-coastal-trail-san-francisco,legitimate,63,2,0,4,0,4,1,0,0,0,0,0,0,0,52,0.0,yelp.com,,8.0,-1,0,-1,com,1,1,0,-1,2,0,-1,-1,1,3.0,8152.0,8766.0
55,http://184.173.28.174/adobe_flashplayer_7,phishing,41,3,0,0,2,3,1,0,0,0,0,0,0,12,20,0.5714285714285714,184.173.28.174,,14.0,1,1,-1,,0,0,0,1,1,0,-1,-1,1,2.6995138503199656,-1.0,-1.0
56,https://www.sites.google.com/site/fivegateways/alphabetical-index-s/salkeld,legitimate,75,3,0,2,0,6,1,0,0,0,0,0,0,0,63,0.0,sites.google.com,,16.0,-1,0,-1,com,2,1,0,-1,4,0,-1,-1,1,3.202819531114783,10432.0,11322.0
57,http://ankarasoveyapi.com/Cesc/bookmark/index.php?.randInboxLight.aspx?n74256418&amp;=&amp;email=abuse@laugier.com%20&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;randInboxLightaspxn.1774256418&amp;rand.13InboxLi,phishing,255,12,1,0,0,5,1,0,2,0,10,8,1,47,158,0.2955974842767295,ankarasoveyapi.com,,18.0,1,0,-1,com,0,1,0,-1,3,1,-1,-1,1,3.614369445886757,-1.0,-1.0
58,http://boschenmasonry.com/wp-includes/aa.php?p=99x7319q2d817l,phishing,61,2,0,1,0,4,1,0,1,0,0,1,0,10,41,0.238095238095238,boschenmasonry.com,,18.0,1,0,-1,com,0,1,0,-1,2,0,-1,-1,1,3.4613201402110083,8833.0,9131.0
59,http://construction.johawaki.com.my/modules/sd/,phishing,47,3,0,0,0,5,1,0,0,0,0,0,0,0,38,0.0,construction.johawaki.com.my,,28.0,1,0,-1,com.my,1,1,0,-1,3,0,-1,-1,1,3.824862957617357,9451.0,9861.0
60,https://www.en.wikipedia.org/wiki/Brandon_Kolb,legitimate,46,3,0,0,1,4,1,0,0,0,0,0,0,0,37,0.0,en.wikipedia.org,,16.0,-1,0,-1,org,2,1,0,-1,2,0,-1,-1,1,3.452819531114783,9216.0,9496.0
61,http://suruburi-autoforante.ro/downloader_misc/template/install/MOBILE/mma/,phishing,75,1,0,1,1,8,1,0,0,0,0,0,0,0,63,0.0,suruburi-autoforante.ro,,23.0,1,0,-1,ro,0,1,0,-1,6,0,-1,1,1,3.44726249944121,5165.0,-1.0
62,http://13453765871837679316.googlegroups.com/attach/5ed5d019a6363180/docfile.htm?part=0.1&amp;view=1&amp;vt=ANaJVrHItotaI5mr7purE76m06Ka_W8XfrI31AXsZDPxwDwyuw2AbaRmQOuSthSceSV6vagCUNCoaNPqAnsmVHs0yOXsmL-mHQwtml7IDSokHZyivX-z27U,phishing,227,4,0,2,1,5,1,0,1,0,2,3,0,50,156,0.3184713375796178,13453765871837679316.googlegroups.com,,37.0,1,1,-1,com,1,1,0,-1,3,1,-1,-1,1,4.013111135723804,9170.0,9496.0
63,http://wphone3c.com/6ap7em,phishing,26,1,0,0,0,3,1,0,0,0,0,0,0,3,18,0.1578947368421052,wphone3c.com,,12.0,1,1,-1,com,0,1,0,-1,1,0,-1,-1,1,3.2516291673878226,-1.0,-1.0
64,https://www.consumerguideauto.howstuffworks.com/1995-to-2005-chevrolet-cavalier-6.htm,legitimate,85,4,0,5,0,3,1,0,0,0,0,0,0,9,63,0.140625,consumerguideauto.howstuffworks.com,,35.0,-1,0,-1,com,2,1,0,-1,1,1,-1,-1,1,3.976010789042101,10133.0,11687.0
65,http://www.easvarahospital.com/app/webroot/files/dhl/ecc06aeacdcc42022...,phishing,73,5,0,0,0,7,1,0,0,0,0,0,0,7,53,0.1296296296296296,easvarahospital.com,,19.0,1,0,-1,com,1,1,0,-1,5,1,-1,-1,1,3.616348566075164,4647.0,5113.0
66,https://www.192.com/atoz/people/jackson/bernice/,legitimate,48,2,0,0,0,7,1,0,0,0,0,0,0,3,35,0.0833333333333333,192.com,,7.0,-1,1,-1,com,1,1,0,-1,5,0,-1,-1,1,2.807354922057604,10526.0,11687.0
67,https://www.wilsonsalmanac.com/book/sep3.html,legitimate,45,3,0,0,0,4,1,0,0,0,0,0,0,1,36,0.027027027027027,wilsonsalmanac.com,,18.0,-1,0,-1,com,1,1,0,-1,2,0,-1,-1,1,3.239097917988786,4715.0,5113.0
68,http://j4gww2.myckck.in/,phishing,24,2,0,0,0,3,1,0,0,0,0,0,0,2,16,0.1176470588235294,j4gww2.myckck.in,,16.0,1,1,-1,in,1,1,0,-1,1,0,-1,-1,1,3.5,-1.0,-1.0
69,http://bonus.status-eth.top/,phishing,28,2,0,1,0,3,1,0,0,0,0,0,0,0,21,0.0,bonus.status-eth.top,,20.0,1,0,-1,top,1,1,0,-1,1,0,-1,1,1,3.3841837197791893,-1.0,-1.0
70,https://www.findarticles.com/p/articles/mi_m2838/is_4_37/ai_n6129670/,legitimate,69,2,0,0,4,8,1,0,0,0,0,0,0,14,40,0.3414634146341463,findarticles.com,,16.0,-1,0,-1,com,1,1,0,-1,6,0,-1,-1,1,3.75,9538.0,9861.0
71,https://www.sportsillustrated.cnn.com/baseball/mlb/players/5700/index.html,legitimate,74,4,0,0,0,7,1,0,0,0,0,0,0,4,58,0.0677966101694915,sportsillustrated.cnn.com,,25.0,-1,0,-1,com,2,1,0,-1,5,1,-1,-1,1,3.7834651896016473,11886.0,12417.0
72,https://www.rcanumberone.com/,legitimate,29,2,0,0,0,3,1,0,0,0,0,0,0,0,23,0.0,rcanumberone.com,,16.0,-1,0,-1,com,1,1,0,-1,1,0,-1,-1,1,3.25,42.0,365.0
73,http://aycilinsaat.com/7g6bubt7v?xFPABXf=VIkeQor,phishing,48,1,0,0,0,3,1,0,1,0,0,1,0,3,38,0.0769230769230769,aycilinsaat.com,,15.0,1,0,-1,com,0,1,1,-1,1,0,-1,-1,1,3.323231428797621,-1.0,-1.0
74,http://updconfs.com/78E8on/h1b.pac,phishing,34,2,0,0,0,4,1,0,0,0,0,0,0,4,23,0.1666666666666666,updconfs.com,,12.0,1,0,-1,com,0,1,0,-1,2,0,-1,-1,1,3.2516291673878226,-1.0,-1.0
75,http://etoc.biz/g766d4ft,phishing,24,1,0,0,0,3,1,0,0,0,0,0,0,4,15,0.25,etoc.biz,,8.0,1,0,-1,biz,0,1,0,-1,1,0,-1,-1,1,3.0,6873.0,6939.0
76,http://updat120.clanteam.com,phishing,28,2,0,0,0,2,1,0,0,0,0,0,0,3,20,0.1428571428571428,updat120.clanteam.com,,21.0,1,1,-1,com,1,1,0,-1,0,0,-1,-1,1,3.7849418274376423,7380.0,7670.0
77,https://www.moesrealm.com/mp3-music/CDs/jerry-cantrell-degradation-trip.php,legitimate,75,3,0,4,0,5,1,0,0,0,0,0,0,1,61,0.0161290322580645,moesrealm.com,,13.0,-1,0,-1,com,1,1,0,-1,3,0,-1,-1,1,3.0269868333592878,9476.0,9496.0
78,https://www.scottshaw.info/,legitimate,27,2,0,0,0,3,1,0,0,0,0,0,0,0,21,0.0,scottshaw.info,,14.0,-1,0,-1,info,1,1,0,-1,1,0,-1,-1,1,3.378783493486176,-1.0,-1.0
79,https://www.telegraph.co.uk/culture/music/rockandpopfeatures/8794589/Adam-Cohen-his-fathers-son.html,legitimate,100,4,0,4,0,7,1,0,0,0,0,0,0,7,77,0.0897435897435897,telegraph.co.uk,,15.0,-1,0,-1,co.uk,1,1,0,-1,5,1,-1,-1,1,3.640223928941852,10842.0,10954.0
80,http://contentmagnetfortunes.com/banners/set2/MjVDUR.php,phishing,56,2,0,0,0,5,1,0,0,0,0,0,0,1,47,0.0208333333333333,contentmagnetfortunes.com,,25.0,1,0,-1,com,0,1,0,-1,3,0,-1,-1,1,3.463465189601647,-1.0,-1.0
81,https://www.genforum.genealogy.com/foster/all.html,legitimate,50,4,0,0,0,4,1,0,0,0,0,0,0,0,41,0.0,genforum.genealogy.com,,22.0,-1,0,-1,com,2,1,0,-1,2,1,-1,-1,1,3.5383105956150063,9924.0,10592.0
82,http://albel.intnet.mu/File/file_doc.php,phishing,40,3,0,0,1,4,1,0,0,0,0,0,0,0,31,0.0,albel.intnet.mu,,15.0,1,0,-1,mu,1,1,0,-1,2,0,-1,-1,1,3.240223928941852,11006.0,12579.0
83,http://beauty-plus.co.uk/tmp/https:/atendimento/,phishing,48,2,0,1,0,6,1,0,0,0,0,0,0,0,37,0.0,beauty-plus.co.uk,,17.0,1,0,1,co.uk,0,1,0,-1,4,0,-1,1,1,3.690116517593665,7566.0,7670.0
84,http://generalgrass.com.br/Config/6cbfeebff87904ff1a2b19dfd0867a28/Up-dating.php,phishing,80,3,0,1,0,5,1,0,0,0,0,0,0,16,54,0.2909090909090909,generalgrass.com.br,,19.0,1,0,-1,com.br,0,1,0,-1,3,0,-1,-1,1,3.471354487013929,-1.0,-1.0
85,http://www.hyundaitanphu.vn/wp-content/themes/bazar/theme/templates/portfolios/simply/css/submit/048362caed2fc782f59f7d72e18fca92,phishing,129,2,0,1,0,12,1,0,0,0,0,0,0,19,94,0.2,hyundaitanphu.vn,,16.0,1,0,-1,vn,1,1,0,-1,10,0,-1,-1,1,3.327819531114783,-1.0,-1.0
86,https://www.wn.com/Memphis_Tigers_basketball,legitimate,44,2,0,0,2,3,1,0,0,0,0,0,0,0,36,0.0,wn.com,,6.0,-1,0,-1,com,1,1,0,-1,1,0,-1,-1,1,2.584962500721156,-1.0,-1.0
87,https://www.availableimages.com/celebs/c/christy-chung/pictures.html,legitimate,68,3,0,1,0,6,1,0,0,0,0,0,0,0,57,0.0,availableimages.com,,19.0,-1,0,-1,com,1,1,0,-1,4,0,-1,-1,1,3.4058222502856905,3752.0,4018.0
88,https://www.en.wikipedia.org/wiki/Guy_Street,legitimate,44,3,0,0,1,4,1,0,0,0,0,0,0,0,35,0.0,en.wikipedia.org,,16.0,-1,0,-1,org,2,1,0,-1,2,0,-1,-1,1,3.452819531114783,9216.0,9496.0
89,http://w3hostingserver.com/8g74crec?alouorwtfnn=ypvhgojxk,phishing,57,1,0,0,0,3,1,0,1,0,0,1,0,4,46,0.0851063829787234,w3hostingserver.com,,19.0,1,1,-1,com,0,1,0,-1,1,0,-1,-1,1,3.826874881864638,-1.0,-1.0
90,https://www.msn.foxsports.com/nfl/player/charles-johnson/469395,legitimate,63,3,0,1,0,6,1,0,0,0,0,0,0,6,46,0.1276595744680851,msn.foxsports.com,,17.0,-1,0,-1,com,2,1,0,-1,4,0,-1,-1,1,3.29277019393699,10103.0,10591.0
91,http://crisvera.com/~highbrai/gpoconstruye.com/cgi-bin/W.html,phishing,61,3,0,1,0,6,1,0,0,0,0,0,0,0,49,0.0,crisvera.com,,12.0,1,0,-1,com,0,1,0,-1,4,0,-1,-1,1,3.2516291673878226,7489.0,7670.0
92,http://mnfelfmffalmlabf.net /,phishing,29,1,0,0,0,3,1,0,0,0,0,0,0,0,23,0.0,mnfelfmffalmlabf.net,,20.0,1,0,-1,net,0,1,0,-1,1,0,-1,-1,1,2.965957320949175,-1.0,-1.0
93,https://www.adultdvdempire.com/24828/juliet-anderson-pornstars.html,legitimate,67,3,0,2,0,4,1,0,0,0,0,0,0,5,52,0.0943396226415094,adultdvdempire.com,,18.0,-1,0,-1,com,1,1,0,-1,2,0,-1,-1,1,3.683542362433231,10402.0,10591.0
94,http://bjcurio.com/js/index.htm?ref=http://zkszuoqus.battle.net/d3/en/index,phishing,75,4,0,0,0,9,2,0,1,0,0,1,0,1,57,0.0172413793103448,bjcurio.com,,11.0,1,0,-1,com,0,1,0,-1,2,1,-1,-1,1,3.095795255000934,6565.0,6939.0
95,http://anemosananeosis.gr/js/ScreenDrop/,phishing,40,1,0,0,0,5,1,0,0,0,0,0,0,0,33,0.0,anemosananeosis.gr,,18.0,1,0,-1,gr,0,1,0,-1,3,0,-1,-1,1,3.155221528859512,-1.0,-1.0
