,url,type,url_len,dot_count,at_count,hyphen_count,undersc_count,slash_count,doubleslash_count,backslash_count,quemark_count,asterisk_count,ampersand_count,equalto_count,percent_count,numeric_count,letter_count,num_to_alpha,domain,port,domain_length,is_https,has_digit,HTTPSDomainURL,tld,subd_count,tld_exists,is_shortened,ip_type,path_depth,dot>3,redirecting//,prefsuff,nonStdPort,domain_entropy,DomainAge,DomainEndPeriod,web_traffic
0,http://antalya.ru/links/,phishing,24,1,0,0,0,4,1,0,0,0,0,0,0,0,18,0.0,antalya.ru,,10.0,1,0,-1,ru,0,1,0,-1,2,0,-1,-1,1,2.8464393446710154,1,1,-1
1,https://youtube.com/watch?v=1cJPAckFotc,legitimate,39,1,0,0,0,3,1,0,1,0,0,1,0,1,31,0.03125,youtube.com,,11.0,-1,0,-1,com,0,1,0,-1,1,0,-1,-1,1,3.095795255000934,1,1,1
2,https://rottentomatoes.com/m/man_who_wasnt_there/,legitimate,49,1,0,0,3,5,1,0,0,0,0,0,0,0,39,0.0,rottentomatoes.com,,18.0,-1,0,-1,com,0,1,0,-1,3,0,-1,-1,1,3.058813890331201,1,1,1
3,https://montecarloss.com/Toy.html,legitimate,33,2,0,0,0,3,1,0,0,0,0,0,0,0,27,0.0,montecarloss.com,,16.0,-1,0,-1,com,0,1,0,-1,1,0,-1,-1,1,3.327819531114783,1,1,0
4,http://23.227.196.217/,phishing,22,3,0,0,0,3,1,0,0,0,0,0,0,11,4,2.2,23.227.196.217,,14.0,1,1,-1,,0,0,0,1,1,0,-1,-1,1,2.610577243331642,-1,-1,-1
5,http://sandoutalent.com/docss/up/,phishing,33,1,0,0,0,5,1,0,0,0,0,0,0,0,26,0.0,sandoutalent.com,,16.0,1,0,-1,com,0,1,1,-1,3,0,-1,-1,1,3.5,1,1,-1
6,http://alanstrack.com/system/data/a0e390d7d5c2131dabb7a8b1dbe42520/,phishing,67,1,0,0,0,6,1,0,0,0,0,0,0,18,41,0.4285714285714285,alanstrack.com,,14.0,1,0,-1,com,0,1,0,-1,4,0,-1,-1,1,3.3248629576173565,1,1,-1
7,https://youtube.com/watch?v=baeT3g7udho,legitimate,39,1,0,0,0,3,1,0,1,0,0,1,0,2,30,0.064516129032258,youtube.com,,11.0,-1,0,-1,com,0,1,0,-1,1,0,-1,-1,1,3.095795255000934,1,1,1
8,https://securityceckpoins.000webhostapp.com/bayar/set.html,phishing,58,3,0,0,0,4,1,0,0,0,0,0,0,3,47,0.0625,securityceckpoins.000webhostapp.com,,35.0,-1,1,-1,com,1,1,0,-1,2,0,-1,-1,1,4.050013373778756,1,1,-1
9,https://mag.damnserver.com/topless/Juliet-Anderson.html,legitimate,55,3,0,1,0,4,1,0,0,0,0,0,0,0,46,0.0,mag.damnserver.com,,18.0,-1,0,-1,com,1,1,0,-1,2,0,-1,-1,1,3.4613201402110083,-1,-1,-1
10,https://sports.yahoo.com/nhl/teams/san/stats,legitimate,44,2,0,0,0,6,1,0,0,0,0,0,0,0,35,0.0,sports.yahoo.com,,16.0,-1,0,-1,com,1,1,0,-1,4,0,-1,-1,1,3.25,1,1,-1
11,https://andysautosport.com/mercury/1962_1963_meteor/,legitimate,52,1,0,0,2,5,1,0,0,0,0,0,0,8,35,0.2222222222222222,andysautosport.com,,18.0,-1,0,-1,com,0,1,1,-1,3,0,-1,-1,1,3.5724312513221195,1,-1,0
12,http://indodefense.com/wp-content/dropbox/,phishing,42,1,0,1,0,5,1,0,0,0,0,0,0,0,34,0.0,indodefense.com,,15.0,1,0,-1,com,0,1,0,-1,3,0,-1,-1,1,3.1898980954642875,-1,-1,-1
13,http://privatteodontologia.com.br/sender/Goldencat/Goldencat/auth/view/document/,phishing,80,2,0,0,0,9,1,0,0,0,0,0,0,0,68,0.0,privatteodontologia.com.br,,26.0,1,0,-1,com.br,0,1,0,-1,7,0,-1,-1,1,3.7633424882718503,1,1,-1
14,http://yepgppcoouhbfyu.org/php/upload.php,phishing,41,2,0,0,0,4,1,0,0,0,0,0,0,0,34,0.0,yepgppcoouhbfyu.org,,19.0,1,0,-1,org,0,1,0,-1,2,0,-1,-1,1,3.431623565847431,-1,-1,-1
15,https://etrade.com,legitimate,18,1,0,0,0,2,1,0,0,0,0,0,0,0,14,0.0,etrade.com,,10.0,-1,0,-1,com,0,1,0,-1,0,0,-1,-1,1,3.1219280948873624,-1,-1,1
16,https://rbx-free-robux.000webhostapp.com/,phishing,41,2,0,2,0,3,1,0,0,0,0,0,0,3,30,0.0967741935483871,rbx-free-robux.000webhostapp.com,,32.0,-1,1,-1,com,1,1,0,-1,1,0,-1,1,1,4.007048827786958,1,1,-1
17,http://pingakshotechnologies.com/vicaaralife/london/hts-cache/microsoftupdate.html,phishing,82,2,0,1,0,6,1,0,0,0,0,0,0,0,72,0.0,pingakshotechnologies.com,,25.0,1,0,-1,com,0,1,0,-1,4,0,-1,-1,1,3.763856189774725,1,1,-1
18,https://harryhills.com/,legitimate,23,1,0,0,0,3,1,0,0,0,0,0,0,0,18,0.0,harryhills.com,,14.0,-1,0,-1,com,0,1,0,-1,1,0,-1,-1,1,3.378783493486176,-1,-1,-1
19,https://tourism.bestmontreal.com/,legitimate,33,2,0,0,0,3,1,0,0,0,0,0,0,0,27,0.0,tourism.bestmontreal.com,,24.0,-1,0,-1,com,1,1,0,-1,1,0,-1,-1,1,3.657268229617389,1,-1,-1
20,https://i-divorceattorney.com/,legitimate,30,1,0,1,0,3,1,0,0,0,0,0,0,0,24,0.0,i-divorceattorney.com,,21.0,-1,0,-1,com,0,1,0,-1,1,0,-1,1,1,3.6897037321995474,-1,-1,-1
21,https://sbnation.com/nfl/2011/9/6/2407538/minnesota-vikings-2011-season-preview-donovan-mcnabb,legitimate,94,1,0,6,0,8,1,0,0,0,0,0,0,17,61,0.2741935483870967,sbnation.com,,12.0,-1,0,-1,com,0,1,0,-1,6,0,-1,-1,1,3.2516291673878226,1,1,1
22,http://94.102.63.238/apple2/,phishing,28,3,0,0,0,4,1,0,0,0,0,0,0,11,9,1.1,94.102.63.238,,13.0,1,1,-1,,0,0,0,1,2,0,-1,-1,1,3.0269868333592878,1,-1,-1
23,http://85.93.177.135:443,phishing,24,3,0,0,0,2,1,0,0,0,0,0,0,13,4,2.6,85.93.177.135,443.0,13.0,1,1,-1,,0,0,0,1,0,0,-1,-1,-1,2.7192945256669794,1,1,-1
24,https://summer-auto.bestgetaways.ca/en_destination-salaberry-de-valleyfield/day_trips,legitimate,85,2,0,4,2,4,1,0,0,0,0,0,0,0,72,0.0,summer-auto.bestgetaways.ca,,27.0,-1,0,-1,ca,1,1,0,-1,2,0,-1,1,1,3.7080481500712312,-1,-1,-1
25,https://sites.google.com/site/confirmapps001/,phishing,45,2,0,0,0,5,1,0,0,0,0,0,0,3,34,0.0857142857142857,sites.google.com,,16.0,-1,0,-1,com,1,1,0,-1,3,0,-1,-1,1,3.202819531114783,1,1,-1
26,http://ascendpilotproducts.com/wp-includes/pomo/spo/Access.html,phishing,63,2,0,1,0,6,1,0,0,0,0,0,0,0,53,0.0,ascendpilotproducts.com,,23.0,1,0,-1,com,0,1,0,-1,4,0,-1,-1,1,3.762267390651494,-1,-1,-1
27,http://explode-vt.de/media/system/js/docs/44d5fc589e3bebf082b7dda946a5f5b4/,phishing,75,1,0,1,0,8,1,0,0,0,0,0,0,17,47,0.3541666666666667,explode-vt.de,,13.0,1,0,-1,de,0,1,0,-1,6,0,-1,1,1,3.180832987205441,-1,-1,-1
28,http://mixiepix.com/.cache/gatorx.php,phishing,37,3,0,0,0,4,1,0,0,0,0,0,0,0,29,0.0,mixiepix.com,,12.0,1,0,-1,com,0,1,0,-1,2,0,-1,-1,1,2.8553885422075336,1,-1,-1
29,https://sharetv.org/movies/talk_to_me_2007,legitimate,42,1,0,0,3,4,1,0,0,0,0,0,0,4,29,0.1333333333333333,sharetv.org,,11.0,-1,0,-1,org,0,1,0,-1,2,0,-1,-1,1,3.277613436819116,1,1,-1
30,https://ortegobirds.com/articles/banding/the-texas-bird-banding-team-activities-for-2005/,legitimate,89,1,0,7,0,6,1,0,0,0,0,0,0,4,70,0.056338028169014,ortegobirds.com,,15.0,-1,0,-1,com,0,1,0,-1,4,0,-1,-1,1,3.456564762130954,-1,-1,-1
31,http://phukien365.vn/page/page1/accountprofilecra/submitted_en.htm,phishing,66,2,0,0,1,6,1,0,0,0,0,0,0,4,52,0.0754716981132075,phukien365.vn,,13.0,1,1,-1,vn,0,1,0,-1,4,0,-1,-1,1,3.546593564294939,-1,-1,-1
32,http://kashimayunohana.jp/ngcmo8kp,phishing,34,1,0,0,0,3,1,0,0,0,0,0,0,1,28,0.0344827586206896,kashimayunohana.jp,,18.0,1,0,-1,jp,0,1,0,-1,1,0,-1,-1,1,3.5032583347756456,-1,-1,-1
33,http://atwork.cn/t4kavmogc,phishing,26,1,0,0,0,3,1,0,0,0,0,0,0,1,20,0.0476190476190476,atwork.cn,,9.0,1,0,-1,cn,0,1,0,-1,1,0,-1,-1,1,3.169925001442312,1,-1,-1
34,http://e-assistance-freemobile.net/moncompte_identification/mobile-info-recouvrement_facture/e1350a767902b1cdce54029d21089768/3e1c9f4ffdb80a34deb88d17420cc170/myaccount/home.php?customerid=53265&amp;defaults=webhelp?srcid=navigation-now&amp;ion=1&amp;espv=2&amp;ie=utf-8,phishing,270,2,0,6,2,8,1,0,2,0,4,6,0,50,185,0.2688172043010752,e-assistance-freemobile.net,,27.0,1,0,-1,net,0,1,0,-1,6,0,-1,1,1,3.633974075997157,-1,-1,-1
35,http://alsultanah.com/login.jsp.htm?tracelog=notificationavoidphishing2,phishing,71,3,0,0,0,3,1,0,1,0,0,1,0,1,61,0.0161290322580645,alsultanah.com,,14.0,1,0,-1,com,0,1,0,-1,1,0,-1,-1,1,3.3248629576173565,1,1,-1
36,http://sgmoneycollections.com/ffa/docusignnew/index.php,phishing,55,2,0,0,0,5,1,0,0,0,0,0,0,0,47,0.0,sgmoneycollections.com,,22.0,1,0,-1,com,0,1,0,-1,3,0,-1,-1,1,3.42511855035714,-1,1,-1
37,https://amazon.com/s?ie=UTF8&keywords=Phyllis%20Diller&rh=i%3Aaps%2Ck%3APhyllis%20Diller&page=1,legitimate,95,1,0,0,0,3,1,0,1,0,3,4,5,9,68,0.1304347826086956,amazon.com,,10.0,-1,0,-1,com,0,1,0,-1,1,0,-1,-1,1,2.721928094887362,1,1,1
38,http://vectagon.co/tmp.ncr/sc.php,phishing,33,3,0,0,0,4,1,0,0,0,0,0,0,0,25,0.0,vectagon.co,,11.0,1,0,-1,co,0,1,0,-1,2,0,-1,-1,1,3.095795255000934,-1,-1,-1
39,http://tekniktesisat.com.tr/highslide/graphics/Gdrive/Gdrive/googledrv/ServiceLogin,phishing,83,2,0,0,0,8,1,0,0,0,0,0,0,0,72,0.0,tekniktesisat.com.tr,,20.0,1,0,-1,com.tr,0,1,1,-1,6,0,-1,-1,1,3.4219280948873627,1,1,-1
